"label","text"
"1","Het verhaal gaat over Gangster Anders (een draaideurcrimineel), Per (een receptionist) en Johanna (een voormalig pastor) Met zijn drieen zetten ze een soort bureau op waarbij Anders vuile klusjes opknapt voor andere criminelen. Per en Johanna maken op allerlei manieren misbruik van de naieve gangster. Gangster Anders is niet een van de slimsten en maakt nogal wat fouten in zijn werk. Als hij zich dan ook nog bekeerd moet er een andere weg ingeslagen worden. Ze beginnen een eigen kerk. De kerk van gangster Anders. Ook hier weten de pastor en de recptionist weer misbruik van Anders te maken. Per en Johanna verdienen heel veel geld over de rug van Anders. Uiteindelijk begint het langzaam door te dringen dat veel geld hebben niet perse gelukkig maakt. Uiteindelijk slaan ze met zijn drieen een andere weg in.  Het is een gemakkelijk leesbaar boek, vol met onverwachte absurde wendingen en taalgrapjes. Toch was ik aan het eind wel klaar met dit boek. Op een gegeven moment had ik genoeg van alle grappen en grollen. Ook al zit er achter al die grappen wel een diepere boodschap."
"0","Het zal je maar gebeuren dat je kind wordt vermoord en dat ook andere familieleden worden bedreigd met de dood; het overkwam Lenie en Michael, het huwelijk wankelt daarna, mede door toedoen van ene Manon die het op Michael heeft voorzien. Naarmate de spanning toeneemt en het verleden van Michael steeds meer gaat meespreken snelt heb boek naar een ongeloofwaardig einde.  Ik vond het een zeer matig boek van Loes den Hollander, die toch heeft bewezen veel en veel beter te kunnen, helaas is dit tussendoortje ook een niemendalletje."
"1","'Onverwerkt verleden tijd' -Manja Croiset  Huis Clos, het is beter jong te sterven, dan lang te lijden   Mijn Odyssee een (auto-)biografie en egodocument. In het eerste deel beschrijft Croiset haar herinneringen uit haar vroegste jeugd. Ze is de jongste van drie dochters van de Joodse Paula Kool en Odo Croiset. Paula heeft in de Tweede Wereldoorlog haar hele familie verloren in de Shoah (Holocaust). Odo had Joods bloed en was in de oorlog illegaal drukker van, de destijds eveneens illegale krant, Het Parool. Tijdens de Duitse bezetting werd hij gevangen gezet en belande in het concentratiekamp Sachsenhausen. Paula en Odo gingen een gemengd huwelijk aan, doordat een zwangerschap zich aangekondigd had. Paula is getraumatiseerd en depressief. Op een derde zwangerschap heeft ze niet gerekend en eigenlijk is de kleine Manja niet echt gewenst. De jongste dochter blijkt een pienter meisje, maar blijft altijd, zoveel mogelijk onopgemerkt, in de achterhoede. Dit vooral op school, waar haar angsten zich langzamerhand een weg naar buiten zoeken. Op balletles blinkt ze uit en op school is ze een intelligente en gehoorzame leerling. Thuis voelt Manja dat ze eigenlijk niet gewenst is. Schaamte, angst en onzekerheden komen om de hoek kijken en ze ontbeert de warmte van een liefhebbende moeder. De ouders zijn voor die tijd heel progressief, maar weten niet om te gaan met hun jongste dochter. Paula heeft last van paniekaanvallen en ook Manja krijgt ermee te maken, maar die worden door de artsen niet goed ingeschat. Volgens hen zou het kopieergedrag zijn. Dit leidt er uiteindelijk toe dat ze op zestienjarige leeftijd wordt opgenomen in een psychiatrische kliniek. Een gevoel van onveiligheid wordt gevoed door het strenge regime. In die jaren werd er in het geheel niet spaarzaam omgegaan met het verstrekken van medicatie. Ondanks dat Manja zich niet altijd goed begrepen of bejegend voelt, schemert er in de tekst toch door dat ze veel van haar ouders - beiden hebben een hoge leeftijd behaald - heeft gehouden. Haar vader is altijd haar beschermer geweest. Hij was als 'een onwrikbaar blok graniet', maar ook 'haar rots in de branding' en heeft veel met zijn jongste dochter gepraat. Toch heeft hij gezwegen over het oorlogsverleden van Paula en de Shoah die zijn stempel op haar moeder heeft gedrukt. Bij Manja rijst de vraag waarom zíj in een kliniek opgenomen moest worden en haar moeder niet. Het derde gedeelte van het boek - over de Shoah die nooit voorbij gaat - vertelt op een zeer uitgebreide, maar confronterende wijze over de impact van de Holocaust op 'de tweedegeneratie oorlogsslachtoffers'. De schrijfstijl is heel divers. Fragmentarisch, ook wel als flarden van gedachten, worden de herinneringen beschreven en afgewisseld met poëzie. De verhalende tekst is niet overal coherent, eerder chaotisch en in telegramstijl, maar de essentie is heel duidelijk. De auteur toont zich een ware woordkunstenaar, zo verbastert ze bijvoorbeeld Traumata tot Traumamma enTraupappa. Kernachtige oneliners zijn in de tekst verweven. Cynisme en zelfspot doorspekt de tekst, maar de verdrietige lading blijft duidelijk voelbaar. Zeer gedetailleerd wordt een leven van zeventig jaar beschreven en dat niet alleen.....ook het leed van de jaren daarvoor. Het boek is uitzonderlijk volledig gedocumenteerd, onderbouwd en voorzien van verduidelijkende afbeeldingen. De eenzaamheid, het zich onbegrepen voelen door familie, die haar verwijt haar psychisch ziek zijn te cultiveren, en de wanhoop spatten van de bladzijden af. Het is uitermate beklemmend en het grijpt je bij de strot om te lezen dat er ná de oorlog een nieuwe oorlog kan ontstaan in het hoofd van degene die het aan den lijve heeft meegemaakt, maar ook in het hoofd van de volgende generatie. De Odyssee van Manja Croiset, alleen kwam Odyssee zelf, na zijn omzwervingen veilig weer thuis.  Jan Foudraine (1929-2016) was psychiater en bewerkstelligde met zijn boek Wie is van hout? dat er een andere en meer kritische visie ontstond op de psychiatrie. In de vorige eeuw werd een psychiatrisch patiënt gezien als wandelend ziektebeeld, volgestopt met medicatie en behandeld met elektroshocktherapie. De menselijke benadering van de patiënt was vaak ver te zoeken en Foudraine liet zien een groot voorstander te zijn van een meer individuele benadering, minder hiërarchie in de kliniek, minder medicatie. Deze ommezwaai in denken werd natuurlijk niet direct algemeen goed en bij de 'oude garde' van psychiaters en verpleegkundigen was er weerstand om 'het oude' los te laten. Het heeft de tijd nodig gehad om in te dalen. Gelukkig staat tegenwoordig het individu centraal en niet het ziektebeeld.  Auteur  Manja Croiset (Amsterdam, 5 juli 1946) is een Nederlandse dichteres, schrijfster, voordrachts- en beeldend kunstenares.  Croiset is een dochter van Shoah-overlevenden. Ze is de jongste van drie dochters. Haar moeder Paula Kool (1918-2012) was Joods en verloor haar hele familie. Haar vader Odo Croiset (1915-2011) zat in diverse kampen wegens illegaal drukwerk. Croiset was vanaf haar 6e op balletles bij Nel Roos, de latere Nel Roos-balletacademie. Ze danste voor Unicef in de Jaarbeurshallen in 1960, georganiseerd door Carel Briels. Dit evenement werd rechtstreeks uitgezonden op de tv en draaide tevens in de zomer van1960 in de bioscoop. Na de lagere school bezocht Croiset hetBarlaeus Gymnasium. Ze kwam, als tweedegeneratieslachtoffer, op jonge leeftijd in de psychiatrie terecht. Ze verbleef jaren in psychiatrische inrichtingen. Daarover is ze op haar zestigste gaan publiceren. Ze is negen jaar werkzaam geweest bij het Leidsch Dagblad. Er is een film over haar leven gemaakt door de documentairemaker Willy Lindwer. Deze ging in première op 24 februari 2014 in EYE in Amsterdam, en is op 22 april 2018 vertoond in het Nationaal Holocaust Museum in oprichting in Amsterdam.  De film is opgenomen in het archief van Yad Vashem inclusief de inleidende speeches en twee boeken van de schrijfster in de bibliotheek. De schrijfster heeft de grammaticale vorm onverwerkt verleden tijd ingevoerd, zowel de film als haar boek Mijn leven achter onzichtbare tralies worden hiermee geopend. Eveneens heeft de dichteres met Bloemlezing of rouwkrans en Prozee als synoniem van lyrisch proza de Nederlandse taal verrijkt. De eigen schrijfstijl is benoemd als: idiosyncrasie, medisch jargon. Psychologica. Voortvloeiend uit haar historische boeken, breder dan egodocumenten. Gaandeweg haar loopbaan heeft ze zich ontwikkeld tot woordcartoonist. (Bron: https://nl.wikipedia.org/wiki/Manja_Croiset)  Titel: Mijn Odyssee Auteur: Manja Croiset Pagina's: 352 ISBN: 9789402172560 Uitgeverij Brave New Books Verschenen: februari 2018"
"0","Getwijfeld of ik 2 of 3 sterren moest geven, maar na het lezen van de achterflap en de info over de schrijver toch 2 sterren. De schrijver werd vergeleken met Stephen King en Dean Koontz, maar de beste schrijver mag nog niet in de schaduw staan van deze heren! Dan komt dit boek nog behoorlijk tekort. Het verhaal is op zich best leuk, maar betrekkelijk eenvoudig en makkelijk te doorzien. Er zijn stukken in het boek die uitvoerig worden omschreven en stukken waar heel snel aan voorbij wordt gegaan. De wisseling in tempo komt het verhaal niet ten goede. Spanning heb ik niet mogen ervaren. Ik heb het boek wel uitgelezen, maar ik zou zo 1,2,3 geen nieuw boek van deze schrijver weer kopen. Boek was leuk voor zo tussendoor. Daar is ook alles mee gezegd."
"1","Dit boek heeft, zeker vanuit mijn professionele houding, indruk op mij gemaakt. Je kunt het vanuit zoveel verschillende perspectieven bekijken, analyseren, onderzoeken en uiteindelijk heeft dit boek me keihard geraakt met zijn verhaal.  Een uitgebreidere recensie is terug te lezen op mijn blog: https://dreamingofbooksweb.wordpress.com/2019/04/15/het-overgebleven-kind-rhiannon-navin/"
"0","Toegeven, het ontbreekt in dit verhaal niet aan geweldige fantastische ideeën. Helaas ontbreekt de samenhang tussen de ideeën. Met de flaptekst en de promotie wordt je als lezer aardig op het verkeerde been gezet: Dante! Hel! Klassieke literatuur dus! Niets van dat alles, behalve dan een eigen interpretatie van de hel. Daarom maak je al snel een valse start en wacht je op het moment dat het verhaal echt gaat beginnen, de diepte in, met zingeving en relevantie, maar dat moment komt nooit en ondertussen heb je het echte begin van het avontuur gemist. Een groot struikelblok bij fantasy is dat bij het noemen van een bepaald gebied je eigenlijk zeker weet dat de hoofdpersonen van hot naar her in dat gebied banjeren en geen gehucht overslaan. In dit verhaal is het niet anders: alle negen cirkels moeten worden bezocht, al worden de cirkels zeven, acht en negen nogal afgeraffelt en reist de hoofdpersoon om onduidelijke redenen weer terug naar eerdere cirkels. Ik denk dat het verhaal als stripverhaal veel beter zou werken, al was het maar omdat je dan niet begint met 'variatie op Dante'. Op zich begint het verhaal wel boeiend met de vele ingevingen en ideeën die de schrijver in het verhaal stopt. Op een bepaald moment worden die ideeën herhaald, waardoor het geheel minder boeiend wordt. De rode draad ontbreekt daar nog, of is te vaag (vaalroze?) waardoor het een lange, tamelijk saaie rit wordt naar de ontknoping, waarbij ik het idee had dat de schrijver moeite had om alle in het verhaal uitgezette lijnen tot een bevredigend einde te brengen, in elk geval zit die fatsoenlijke afronding aan het eind de humor en de actie van het verhaal danig in de weg."
"1","Spannend!!!!!"
"0","Jason Mott heeft een prachtige manier van schrijven. je moet echter van zijn stijl houden. Doordat de lezer in eerste instantie op het verkeerde been gezet wordt door de vermelding van de kwalificatie thriller, scoort De Teruggekeerden een onvoldoende. De verwachtingen kwamen bij lange na niet overeen met het werkelijke verhaal. Dit laat bij de lezer een onbevredigend gevoel na met als extra trap na (in de goede zin van het woord), de trieste gebeurtenis in het laatste hoofdstuk. Het is geen uitnodiging om meer van het werk van Jason Mott te gaan lezen in ieder geval. De echte thriller fans kunnen zich ook beter op andere schrijvers richten. Al met al een matig boek en dat is jammer want als vooraf duidelijk was dat het een roman zou zijn zou hij zeker hoger gescoord hebben."
"1","Opvallend helder geschreven. Zeer vlot leesbaar. Het nodigt uit om familiale situaties te (her)bekijken. Verrassend tot op het einde. Kortom zeker de moeite om te lezen."
"0","Blij dat het boekje eindelijk uit is. Ik vond dit een heel saai boek ofwel heb ik er niets van begrepen… Ik vond het ook helemaal niet spannend of mysterieus - ik vond vooral dat het verhaal nergens heen leidde. ‘k Bleef maar hopen dat er eindelijk iets duidelijk zou worden.  Ik verwacht van een schrijver helemaal niet dat hij me de pap in de mond geeft, ik wil als lezer gerust zelf nadenken en het verhaal invullen maar aan dit verhaal kreeg ik kop noch staart. Ik bleef me lichtjes geïrriteerd tot de laatste zin afvragen wat Terrin nu eigenlijk wilde vertellen met dit boek. Voor mij blijft het een raadsel.  Ondertussen is dit het derde boek dat ik lees van deze schrijver en ik laat me telkens opnieuw vangen door lovende recensies maar nu haak ik echt af."
"1","Ik heb dit boek gelezen voor de hebban leesclub. Van te voren had ik niet echt verwachtingen bij het boek. De beschrijving spreek mij wel aan en ik was erg benieuwd hoe het boek zou verlopen. Het boek komt meteen goed op gang. Door de vlotte schrijfstijl zat ik meteen in het verhaal. Doordat het vanuit de ik-persoon werd verteld leefde ik meteen mee met de hoofdpersoon en toen hij op de mail antwoordde riep ik zelf sukkel! Je reageert toch niet.serieus op zo'n email? Maar ja dat deed hij dus wel... wat ook weer hele grote gevolgen had. Ik had niet verwacht dat er dit zou gebeuren wanneer Nik in China terecht komt. Orgaanhandel is niet iets wat wij ons hier voor kunnen stellen, maar het is wel iets wat helaas in sommige delen van de wereld gebeurt. Ik vond het boek echt een aanrader. Echt een goed debuut van Koen Grubbels."
"0","Hugo Koolschijn (1946) speelt sinds 1987 bij Toneelgroep Amsterdam (tegenwoordig Internationaal Theater Amsterdam) en schreef en speelde talloze (solo)voorstellingen. Naast zijn werk bij Toneelgroep Amsterdam speelde Koolschijn bij andere gezelschappen en in diverse speelfilms, waaronder Soldaat van Oranje en Erik of het klein insectenboek. Ook in seizoen 18/19 is Koolschijn in verschillende theaterproducties op het toneel te vinden. In Voorstellingen schreef de acteur zijn memoires over het toneelleven. Koolschijn werd opgevoed in een zwaar bevindelijk gereformeerd gezin. De keuze voor het theater was dan ook allesbehalve vanzelfsprekend of gewaardeerd. Koolschijn schrijft over de geloofsgemeenschap rondom dominee Ponjaard waarbinnen hij streng werd opgevoed met alle angst voor de hel of verdoemenis daarbij behorend. Er is sprake van een moeizaam gezinsleven, ook wanneer hij zelf zijn gezin sticht. Scheidingen zijn bijna onvermijdelijk. Aan zijn opvoeding houdt Koolschijn over dat hij geen bestaansrecht heeft, niet als mens, niet op het toneel. Vanaf het begin is duidelijk dat Koolschijn vanaf zijn jonge jaren opkijkt tegen Ramses. Zijn memoires lijken op sommige pagina’s zelfs meer te vertellen over Ramses dan over Koolschijn zelf.  Voorstellingen bestaat uit fragmenten die een beeld van een leven vormen. Zowel op het toneel als daarbuiten. Familie, vrienden en het werk komen langs, maar de lezer krijgt nergens meer dan een vluchtige glimp. Door het fragmentarische karakter van het verhaal mist de lezer informatie. Gebeurtenissen in het privéleven komen door middel van dialogen met collega’s of andere personages uiteindelijk wel bij de oplettende lezer aan het licht maar je kunt er net zo gemakkelijk overheen lezen. De lezer mist een geschreven context.    Ook lijkt er geen enkele chronologie uit te gaan van de memoires. De auteur lijkt geen keuze te hebben kunnen maken tussen een persoonlijke of theaterkroniek en heeft beiden in zijn verhaal proberen te stoppen zonder ze een van beiden geheel uit te werken. Daarnaast is het verhaal een ode aan de vriendschap met Ramses, maar tegelijk is ook dat niet overtuigend genoeg uitgewerkt om het boek in die term te kunnen vatten.    Voorstellingen is dus noch een ode aan de vriendschap, noch een persoonlijke geschiedenis of cultuurgeschiedenis van de Nederlandse toneelwereld, hoewel het lijkt te proberen alle drie tegelijk te zijn. Er zijn te veel hiaten in het verhaal om er één geheel van te kunnen maken en uiteindelijk leert het de lezer vrij weinig."
"1","Moordjaar is een super spannende jeugdthriller! Ik als volwassene vond het super goed en moest het echt in 1x uit lezen! Jack the ripper is terug en een meisje heeft hem gezien. Wat er allemaal verder gebeurd zal ik niet verklappen!"
"0","De baas  vertelt het verhaal van de Tour de France van 2003. Lance Armstrong en Jan Ullrich strijden beiden het hardste om deze tour op hun naam te kunnen zetten. Naast een feitelijke beschrijving van deze volgens kenners legendarische koers is De baas  een fictief verhaal aan de hand van Alex en Charlie over doping, grote financiële belangen en het manipuleren van de wedstrijd om de tour zo spannend mogelijk te maken voor de kijkers.  In De baas  introduceert Monique Huijdink veel personages, onnoemelijk veel personages. Dit maakt het verhaal voor lezers die niet ingevoerd zijn in de Tour de France lastig om te volgen. Want niet alleen komen tientallen namen voorbij, ook moet je weten bij welk team ze horen, wat hun rollen zijn. Bij een ploegbaas kan iedereen zich nog wel wat voorstellen, maar termen als ‘fixer’ en ‘soigneur’ zijn voor velen toch onbekend. Huijdink trekt je meteen het verhaal in, met de snelheid van de koers zelf, terwijl een introductie zeker geen overbodige luxe was geweest. Van de lezer wordt een topprestatie verwacht, die waarschijnlijk alleen door de fans van de tour geleverd kan worden.  Het boek is een mix van feiten en fantasie. Maar is het fictie grotendeels gebaseerd op feiten, of grotendeels feitelijk juist met hier en daar een toevoeging, ontsproten aan de fantasie van de auteur? Het is lastig te zeggen. Enerzijds staat er duidelijk dat het fictie is, anderzijds wordt het boek afgesloten met een uitgebreide bronvermelding. Waarom deze onduidelijkheid? Heeft de auteur een feitelijk juist relaas willen schrijven, maar zich zo willen indekken tegen onjuistheden of insinuaties? Of is het juist om een extra dimensie aan het verhaal mee te geven omdat de lezer telkens opnieuw twijfelt of het feit, fictie of aanname is?  Als de gebeurtenissen ook maar gedeeltelijk hebben plaatsgevonden zoals beschreven, is dat buitengewoon schokkend. Van een dopingschandaal in de tour kijkt niemand meer op. Het gebruik van prestatieverhogende middelen door de renners is misschien nog wel de meest onschuldige vorm van manipulatie van de Tour de France. De onthulling dat de tour gescript wordt is misschien wel het spannendste element van dit boek. Want het verhaal zelf is verre van spannend. Wie de tour wint, is voor een volger van de tour al bekend. De verhaallijn van Alex en Charlie, die als rol hebben de tour zo te manipuleren dat Lance de tour wint is voorspelbaar. De baas is een gezapig verhaal dat het predicaat ‘thriller’ (dat op de kaft staat) niet waardig is.  Conclusie: De baas  is vlees noch vis. Het is geen feitelijke beschrijving van gebeurtenissen, geen roman, geen thriller. Het is van alles een beetje, maar eigenlijk geen van alle. Het ontbreekt aan spanning, het verhaal van Alex en Charlie is maar summier uitgewerkt. De Tour de France en vele (doping)schandalen vormen een perfect decor voor een spannende thriller, helaas is Huijdink er niet in geslaagd een mooi schouwspel binnen dit decor neer te zetten."
